text,sarcastic
结婚当天遭受“婚闹”的委屈，与接下来几十年婚姻生活所遇到的委屈、失望、悲伤、焦虑、悔恨、痛苦、郁闷、烦躁、沮丧、气愤、歇斯底里等相比连九牛一毛都算不上。所以“婚闹”一下，是为让新人提前适应婚姻生活，是过来人给新人的一种充满善意的提醒和关心。,1
把耍聪明的脑子用在读书上，不好吗,0
http://tw.news.yahoo.com/article/url/d/a/091007/1/1shjt.html (不满同学 国二女生在全班午餐汤内放泻药！)  现在教育是怎样，可以再夸张一点没关系,1
上周，因为我们过分赞美了新版微博的优雅和美丽，导致被拘禁一周。现在终于得到释放，在感慨自由美好的同时，我们也意识到了国内传媒环境的复杂，未来我们将设立备用账号，保证这边被拘禁了，那边仍能发声。 ​​​,1
零下十一度...你可以再冷一点,1
超级实用！,0
啃！很好..这次尿在我的枕头套上..而且床垫也被用到了..,1
北上广深等城市的垃圾桶上增加了一个二维码，市民扫一扫就可用1元押金取走一枝被遗弃的玫瑰。玫瑰与垃圾桶有感应装置，若用户取走的玫瑰24小时没有回到本市垃圾桶，视为求爱成功，扣取押金；若用户取走的玫瑰当天又回到了垃圾桶，视为求爱失败，押金全部退回。 ​​​,1
调查发现，约八成网友过的是王思聪的反向人生：小时候被娇生惯养，想要什么爸妈就给买什么，有时不想要爸妈也硬给买，于是一直以为家里很有钱，但大约到了16岁，消费的胃口越来越大，发现想要的东西爸妈根本买不起后，才发现原来家里压根没钱。 ​​​,1
有公知痛心地指出，社会培养一个公知很不容易，一个公知的养成要耗费很多的成本和时间，公知是社会非常宝贵的资源，如果对于公知犯点性侵错误都无法以包容心态对待，那用不了多长时间人们就会发现，国内九成不止的公知都没了，那将对我们国家造成非常大的影响。,1
装冷气是很伟大欧，态度超级差，不然是不想做生意了吗?超级机车的家电行，机车,1
鼻子过敏  可以再包多一点馄顿没关系啦！！,1
有学者指出，每个国家的影视剧都是反映本国生活现状的真实写照，而美国的知名影视剧尽是《绝命毒师》《冰血暴》等这种剧情犯罪类作品，相比之下，中国的影视剧和视听节目则很少或是基本没有这类作品，由此就可以轻松下结论：中国治安强于美国。 ​​​,1
枉为人师，他是怎么混进人民教师队伍里的,0
为什么知道有毒还敢吃,0
爱自己，才是最好的。我们的眼睛有光，干净清爽身体，善良的心，自信的笑容。,0
没膝淤泥阻止不了搜寻的脚步。3月26日雨后，在藤县空难救援现场，消防救援人员在雨后的淤泥中开展搜寻作业。淤泥没过了他们的膝盖，但搜寻的脚步并未停止。（视频素材：广西消防救援总队）  报社的微博视频,0
近日有专家称，现在很多人抱怨没有以前的年味了，其实这并不是因为生活变好了。而是因为对多数人而言年味就是鞭炮的味道，而如今雾霾天频繁，雾霾的味道与鞭炮味道相近，导致人们平时就可以沉浸在幸福又美妙的年味之中，于是真到过年反而感觉年味淡了、没了。,1
无名打到一半当掉....很好...不爽打了,1
一楼二楼的两位 如果教职工子女才华出众，鹤立鸡群，让落选者心服口服。还能有舆论发酵不得不处理的这一步吗？,0
就职者劳动权益真的应该好好保护了,0
“我一进家门，丈母娘就给我一些女友中学时代的合影，我怎么也认不出她，结果被当成了租来的，两巴掌把我呼出了家门…”陪女友回安徽老家过年的小郑对自己的经历哭笑不得。而后，女友告诉媒体，两人本已相恋两年，只是之前自己整过两次容,1
说实话，我的确挺喜欢帐篷的感觉这种小小住宿空间很适合我,0
考研调剂系统开通时间'考研调剂系统4月6日开通。“2022年全国硕士研究生招生网上调剂意向采集系统”将于3月31日开通。符合调剂条件且有调剂意向的考生，可提前通过该系统查询招生单位调剂意向余额，做好调剂准备。“2022年全国硕士研究生招生调剂服务系统”将于4月6日开通。系统开通后，各招生单位根据本单位工作安排，自行确定发布调剂信息时间。请考生密切关注有关招生单位的调剂信息动态和工作安排，及时在系统上提交申请，并按要求办理确认接收等手续。研招网将陆续开通“调剂意向采集系统”和“调剂服务系统”,0
馋了云大食堂玫瑰花宴。近日，@云南大学 食堂玫瑰花宴，推出30多道便宜且美味的玫瑰料理，如玫瑰奶冻、玫瑰山药、玫瑰寿司、玫瑰冰粉等。据悉，每年四五月，学校玫瑰园里的30亩大马士革和“滇红”玫瑰争相绽放，不仅能欣赏，还可以食用。网友：云大玫瑰看完了还能吃。荔枝新闻,0
今天有九成网友将手机设置成了免打扰模式，他们不敢接电话看短信，生怕一旦收到让自己接班马云的消息。据了解，“管那么多钱，压力肯定很大”“怕钱太多了自己变得不快乐”“虽有那份能力，但还是想自己打拼”等是网友拒绝接马云班的普遍理由。,1
今天的突发事件可以再多一点没关系 :(。,1
福建厦门新增2例新冠肺炎确诊病例。记者30日从厦门市应对新冠肺炎疫情工作指挥部召开的新闻发布会上获悉，3月30日0时至18时，厦门市新增2例新冠肺炎确诊病例、2例无症状感染者、1例阳性感染者。截至新闻发布会召开时，厦门市已累计排查相关的密接、次密接人员269人，均已按规程要求落实管控措施。（记者颜之宏、付敏）,0
杭州的张先生向我社大谈生活的艰难，自己是一企业高管，月薪近30万，但现在儿子放了暑假，自己吓得都不敢吃饭了。他算了一笔账，暑假给儿子租私人飞机看世界，费用20万；雇7个保姆，9个私教，费用16万；儿子还想请全班同学坐游轮去美国开派对，费用50万……,1
可以再更难一点没关系  </mess,1
南京的李先生今年收到的年终奖只有一块肥皂，为了过年，他竟想出了乔装老人假摔讹钱的奇招。不幸的是，李先生第一次摔倒被好心人扶起时，假胡子意外脱落露陷。围观路人立即暴打，直至双腿被生生打断。一位老人气愤的说，他搅乱了这个市场,1
太棒了我们国家的科研团队！,0
很好，至少两边轮流痒！?喔~我的眼睛,1
音乐让他们闪闪发光让星星的孩子闪闪发光。自闭症患者常被称作是“星星的孩子”，他们孤独地闪烁在自己的世界。今年17岁的小岱是个自闭症少年，从小对音乐感兴趣的他会演奏陶笛、葫芦丝、排箫等多种乐器。如今的小岱在深圳市爱特乐团里负责陶笛吹奏，这个特殊的乐团的表演者大多是和小岱一样的自闭症青少年。音乐，让他们尝试走出那个世界，站上这个面向公众的“舞台”，闪闪发光。今天是第15个世界孤独症日  报社的微博视频,0
胆挺肥，这东西也能随便卖？？？,0
震撼，这对舞者是多大的挑战啊！,0
吉林市本轮疫情首次有中风险地区降级。吉林省吉林市卫健委4月1日通报，吉林市新冠肺炎疫情防控工作领导小组研究决定，将4个中风险区域调整为低风险区域。这是本轮吉林市疫情发生后，首次有中风险地区被调整为低风险地区。       据通报，根据国务院联防联控机制有关规定，结合当前吉林市疫情防控形势，经专家组综合研判，自2022年4月1日20时起，将吉林市高新区高新街道园艺社区十委八组(深圳街以北、吉林大街以西、园艺路以南、园艺路以东)、船营区北极街道光明社区6委、经开区九站街道松九社区九委7组、蛟河市新华大街新天地购物中心4个区域调整为低风险地区。       至此，吉林市尚有高风险地区3个，中风险地区52个。（报社记者）,0
一物理教授解释称，因为薛之谦现在在日本，而日本是东九区，永远领先我们一小时，就像我们追不上博尔特一样的道理，我们永远没法把消息传送到领先我们一小时的时空，因为我们这里四点的时候，薛那里已经五点了，他永远没法知道时间跑道的后面发生了什么。,1
太好了～昨天又失眠了....有点紧张4年多没见的朋友选在今天下班相见...脸色这么难看怎么见人阿.....太好了太好了,1
上海警方辟谣孕妇大出血求助未果死亡：当事人顺利产下一对儿女。近日，有关“梅陇七村孕妇早产大出血，求助未果致死亡”的不实言论在网上大量传播。经警方调查，该小区的确曾在3月16日发生过一起高龄产妇求助事件，但当事人在居委协助下被及时送往定点医院，顺利产下一对儿女。4月17日，警方将编造不实信息的张某（女，36岁）抓获。据张某交代，其在听闻该小区曾有一名孕妇因早产被送医的情况后，虚构、编造了“孕妇大出血”“政府工作人员冷漠”“一尸两命”等耸人听闻的情节，并在微信群中发布，造成大量传播。目前，公安机关已对张某虚构事实扰乱公共秩序的违法行为依法行政处罚。（记者巨云鹏）网页链接,0
扰人清梦到令人发指！！！ 是哪个神生日吗? 迎神什么的? 就不能有点公德心晚点放吗?? 喔很好， 7点了继续炸吧炸吧炸吧！！！ 到底为何故要放鞭炮????? 气死！,1
加油。天舟四号整装待发。神十三飞行乘组成功返回后，下一步天舟四号货运飞船将发射升空。今年中国将完成空间站在轨建造。执行天舟四号货运飞船发射任务的长征七号遥五运载火箭已完成出厂前所有研制工作，4月11日安全运抵文昌航天发射场。之后，长征七号遥五运载火箭将与天舟四号货运飞船一起，按计划开展发射场区总装和测试工作。目前发射场设施设备状态良好，参试各系统正在有序开展各项任务准备。,0
可以再不尊重我一点...晚上11点被通知下礼拜一回早班....，还不是直接跟我本人说....超想骂脏话,1
某地象棋运动员因苦练体能测试，终成铁人三项世界冠军。,1
太及时了 最近已经被蚊子折磨疯掉,0
6000多名上海来江苏集中隔离人员解除隔离。记者从江苏省新冠肺炎疫情联防联控指挥部获悉，江苏按照国务院联防联控机制部署承接的上海来江苏集中隔离人员，从4月16日起陆续解除集中隔离医学观察。截至4月19日18时，已有6243人解除隔离。4月16日起，南京、苏州、无锡、扬州、镇江、泰州、南通等地陆续开始有人员解除隔离。为积极稳妥做好集中隔离人员返回工作，江苏依照解除隔离人员前往目的地不同，分层分类作出规范精准安排。自4月4日起，江苏开始接收上海外转隔离人员，截至4月19日18时，累计接收上海来苏隔离人员19329人。（记者沈汝发）,0
很好！这么晚了还有客人来，我赶不上10:37的火车了...,1
一些网友吐槽现在的选秀不好看，以为是优秀人才都选没了，导致节目质量下降。其实真相未必如此，优秀的人肯定还有很多。节目组可能是很有社会责任心，发现现在年轻人普遍自卑，于是故意找些一般的选手，让荧幕外的年轻人感觉自己并不比选秀明星差，这样他们就能更自信乐观地面对人生了,1
上海拟再开展全员核酸筛查。9日上午，上海召开疫情防控发布会通报，根据国家新冠疫情社区防控的有关规定，结合之前多轮筛查的情况，拟再开展一次全员核酸筛查，根据检测结果分析研判，实施分区分级差异化防控，依据风险程度的大小，按照三区划分原则，进行阶梯式管理。,0
：“这雨也太销魂了吧...可恶，看来今天要出门上课很拼了...”,1
为有责任的新一代点赞（｡ò ∀ ó｡）,0
一个人在外不容易，注意保护好自己！,0
上海老人：辛苦了，那么远的路来。4月4日，上海市长宁区一老人患病，身体不便。来自武汉汉口医院的援沪医疗队成员爬楼上门为其采核酸后，老人的老伴哽咽着说：辛苦了，那么远的路来。听到老人诚恳地不停说谢谢，泪目……上海加油，我们都在。,0
冬天到了，我的ASUS NB 可以当我的电暖炉，真好,1
谷歌地图开放俄军事设施高分辨率卫星图。据央视军事，18日开始，谷歌地图以最大分辨率提供俄罗斯所有军事和战略设施的卫星图像。目前，包括各种洲际弹道导弹发射井、指挥所、秘密试验场等在内的俄战略要地均可以每像素约0.5米的分辨率查看。谷歌地图开放俄洲际导弹发射井高清图  [共4张],0
加油＾０＾~希望友友们都能找到工作！,0
济南城区一处山坡花开似海市民纷纷“打卡”。近日在济南市龙鼎大道南段，一片山坡上姹紫嫣红的花海吸引大批市民前来拍照“打卡”。每年春季四五月的时候，这里种植的福禄考花进入盛开期。（记者徐速绘）  [共9张],0
乐X的网站。真的可以再慢一点。我非常的有耐心。,1
吉林市连续5天出院和无症状解除隔离人数超过新增人数吉林市出院和无症状解除隔离总人数超现存人数。记者从6日召开的吉林市疫情防控新闻发布会获悉，4月5日0—24时，吉林市新增治愈出院确诊病例418例，新增解除隔离医学观察无症状感染者322例，连续5天出院和解除隔离医学观察无症状感染者人数超过新增人数。目前，吉林市累计治愈出院和解除隔离医学观察无症状感染者14821例，人数已高于目前在院和隔离医学观察无症状感染者人数。（报社记者）,0
我这么热心切蜂蜜蛋糕给大家，竟然有人说，怎没有一杯热奶茶。很好，你的要求越来越多，也不一句谢谢就好。我不是大家的下午茶精灵！！,1
国际上航空器事故调查通常2年以上专家解读MU5735调查初步报告。今天，东航MU5735事故调查初步报告发布。民航局航空安全办公室副主任李勇表示，本次“3•21”事故调查在存在诸多困难，目前所能获取的证据较为有限，因此初报主要内容为事故概述、飞行经过、机组机务人员、航空器适航维修、主要残骸分布等现阶段掌握的基本事实信息，符合国际通行做法。从历史上看，空难调查往往需要经历漫长的过程，国际上运输航空器事故调查耗时通常在2年以上，复杂的事故调查耗时会更长。一旦调查取得新的重要进展，将及时向社会公布。 MU5735事故调查初步报告公布 最终调查结论仍需时日,0
这个单手俯卧撑太帅了。近日，杭州富阳城区突降暴雨，部分路段积水。杭州公安局富阳区分局交警陈豪杰在巡逻中，发现一道路积水深度达四五十厘米。他直接趴下，左手支撑，右手不停地从下水道里掏出垃圾。十几分钟后，路面上的水下去了不少。交警单手俯卧撑掏下水道垃圾中国警察网,0
最近一些人因喜欢加班，就被批为奋斗逼，被同事抵制。其实没人喜欢加班，喜欢加班多是因为没对象，没嗜好，没有猫没有狗，但凡有一样，人都不会喜欢加班，所以有同事喜欢加班，我们不该讨厌他们，而是要给他们更多关爱，帮他们寻找爱好，或干脆直接和他们处对象。 ​​​,1
彩色人生，永不褪色！一路走好！,0
儿童节这天是很多小人故意使坏报复的日子，给你发一句祝你儿童节快乐，看似是祝福，真意却是骂你长得矮，骂你智商低。甚至有些人还要在儿童节快乐后补一句，永远不要长大哦，用意何其歹毒！所以不拉黑这些人，难道还要留着和他们一起过父亲节？ ​​​,1
时刻有人守护我们的平安，致敬！,0
脸上的痘痘可以再冒的夸张一点没关系......,1
国羽比赛的这一幕，又燃又心疼,0
神十三航天员着陆采访完整版来了。翟志刚“感觉非常良好”；王亚平“摘星星的妈妈回来了”；叶光富“实现了飞天梦想”。三位航天英雄辛苦了。一人一句欢迎神十三航天员回家,0
现在国内很多年轻人抱怨家长从来不夸自己，而总是夸别家孩子，而研究发现，正是父母们的这种教育，激励了年轻人不断奋进，使我们的年轻人成为全球最有竞争力的一代人，促进了祖国崛起。而相比之下，国内年轻人所羡慕的欧美鼓励式教育，致使欧美的年轻人每天自我感觉良好，满于现状，不思进取，最终导致他们的国家江河日下。,1
这就是“人权教师爷”？就是这种德行还敢跑出来对我们指手画脚？这种做法简直是让人恶心！,0
现在流行三七人生观，讲究对待各种事情要有三七之分的态度。但有专家研究发现，虾的身体正好可以做出三分弯度和七分弯度，而且凑一起也可以组成“37”，所以专家推测，三七人生观并无高深之处，不过是提出这人生观的人想吃虾罢了，这其实就是一种大虾人生观。 ​​​,1
是怎么了?工作没心?生日吵架?你们的生活也太精采了吧...,1
前天，小飞想参与11月购物节时却发现优惠券不会算，于是请数学系同学帮忙花了俩通宵终于解开。小飞抢到购物券后，请同学吃了个饭，然后立即致电诺贝尔组委会，称明年的数学奖必须有她名字，“虽然我不懂公式什么的，但我参与了呀”，小飞底气十足地说道。,1
给妈妈过母亲节的方式其实很简单，不需专门买礼物或送祝福，今天只要不在网上发言就可以了。因为根据日常经验，只要你在网上发言，不管多中肯，总会有人和你观点不同，观点不同你妈妈就可能无辜挨骂，因此母亲节最该做的就是保护妈妈，杜绝网络发言,1
成功的获得不是结局，而恰恰意味着下一段努力的开始,0
老板说17号一定要，下面的说他没空~很好，那就老娘自己做,1
word可以再烂一点！,1
希望抑郁症病人都能被理解，被温柔以待,0
心态好一切都好！,0
我今天真是太lucky了...又来一张异常... (lonely),1
很好非常好.....,1
华龙一号两台机组年发电能力近200亿度华龙一号示范工程全面建成投运。记者25日从中核集团获悉，我国自主三代核电“华龙一号”示范工程第2台机组——中核集团福清核电6号机组正式具备商运条件，至此“华龙一号”示范工程全面建成投运。福清核电5、6号两台机组是“华龙一号”全球示范工程，5号机组2021年1月投入商业运行。“华龙一号”示范工程全面建成后，两台机组年发电能力近200亿度。（记者高敬、张华迎）,0
传销组织是家庭和社会的一个毒瘤,0
北方人不管什么节都吃饺子，表面上看是饮食单一，但这种饮食文化正透露出了北方人专一、忠厚、重感情等品质。而相反南方人每次过节都吃得五花八门，也印证了南方人满是花花肠子、心眼多、狡猾等特征。专家总结，单从吃饺子这一项就可以看出南方人不如北方人。 ​​​,1
2次回归方程式Yn=Bo+B1Xn+B2Xn2+en  =  =很好！我跟你杠上了,1
我们平时在公路上经常看到这种情景，一辆大车公然骑在另一辆大车身上，场面放荡，让人没法直视。尽管这是汽车与汽车间的事情，但大庭广众下这么做，影响非常恶劣。我社建议，公路摄像头也应该增加审查功能，对这种做不雅动作的汽车进行相应处罚。,1
今天，很多年轻人表达自己的愿望：走进舒适圈，然后钥匙扔了，门焊死。殊不知，这就是他们一直走不进舒适圈的原因，舒适圈里的人早已经这么做了。,1
....Boss你也太早讲了吧..明天就要缴论文计划书 + 核研所报告 + 书报报告 + KM作业,1
琐事不念，困扰于此！心还要再强大一点点！,0
现场。表彰大会现场全体唱国歌。今天上午，北京冬奥会、冬残奥会总结表彰大会在人民大会堂隆重举行。北京冬奥冬残奥总结表彰大会现场,0
地球上有约七成的秃头都是假装的。因为秃头是男人智慧的表现这一说法广泛流传，而生活中有些男人总担心给女人们留下没思想没格局的印象，于是为了装得有智慧一点，他们就偷偷拔光头发，装作自己是个秃头，以博取女人对自己的尊敬。 ​​​,1
正在直播：北京市新型冠状病毒肺炎疫情防控工作新闻发布会。11日，北京市政府新闻办召开新型冠状病毒肺炎疫情防控例行新闻发布会，介绍有关情况，并答记者问。报社直播  报社的微博视频,0
很好明天全台湾停班停课，D版是拿不成了...,1
沾喜气，我也想顺利通过答辩，为毕业画上圆满句号。,0
有人不贴心~只会说风凉话！很好！！！！！,1
已安排375名旅客家属到现场吊唁'为每个失联旅客家庭安排三人小组专班。25日，东航飞行事故新闻发布会最新通报：为更好地对接服务家属家庭，每个家庭分别安排了相对固定的“三人小组专班”，也就是一名旅客家属居住地、或靠近居住地的东航工作人员，一名善后事宜处理地点的生活保障工作人员，以及一名安抚和善后处理工作人员。,0
分析称，倡导女性独立背后的主要力量可能来自一些懒男，他们独立够了，累了，不想上班了，就故意鼓动女性独立，然后想趁机找个独立女性一起生活，自己过上不独立的日子。这些人成功以后，可能还会鼓动孩子独立，老人独立，甚至猫狗独立，最后反正就他自己不独立。 ​​​,1
权威快报|期货和衍生品法8月1日起施行。十三届全国人大常委会第三十四次会议20日表决通过《中华人民共和国期货和衍生品法》，这部法律自2022年8月1日起施行。期货和衍生品法补齐了我国期货和衍生品领域的法律“短板”，为促进规范行业和市场发展，保护投资者权益，推动市场功能发挥，更好服务实体经济提供强有力的法律保障。（记者刘开雄）,0
很好我今天满堂 (:,1
"公视世运转播 http://forum.pts.org.tw/phpBB2/pts/viewtopic.php?t=17031 (讨论区) """"有水准""""的人还真不少！",1
现场看火箭发射是什么体验。还记得太空快递小哥出发那天吗？2021年5月29日，天舟二号发射照亮了整片海滩。听火箭腾空而起的咆哮，感受众人心潮澎湃的欢呼雀跃……重温天舟二号发射现场再见了，天舟二号。我们的太空,0
现场搜寻到飞机残骸及碎片33777件。3月27日下午，“3•21”东航飞行事故国家应急处置指挥部在广西梧州举行第八场新闻发布会。据介绍，截至3月27日12点，现场共搜寻到飞机残骸及碎片累计33777件，并通过走访寻找目击证人，在事发地以北8公里左右找到新的事故相关视频。,0
我爸可以再严格一点啊！！！  别人丑布拉讥！！都不挑的,1
挖洞给我跳。。~很好。。看谁比较狠。。,1
候鸟翱翔京南湿地。2月下旬以来，先后有200余只候鸟抵达位于北京南部的湿地公园——南海子公园栖息，到3月底再陆续北飞。近年来，南海子公园湿地生态系统不断优化，来此停歇的候鸟数量逐年增长。  [共4张],0
拉拉山还真不是普通的近，尤其周末走走停停大塞车！ 还好有水蜜桃可以补充～,1
福建本轮疫情累计出院确诊病例631例。记者从7日召开的福建省新冠肺炎疫情联防联控工作新闻发布会获悉，截至4月6日24时，福建省本轮疫情累计出院确诊病例631例、解除隔离无症状感染者627例，无死亡病例。　　福建省卫健委副主任陈辉介绍，按照国家《新型冠状病毒肺炎诊疗方案（试行第九版）》要求，对于解除隔离管理或出院人员，将继续实行7天居家健康监测。（记者邓倩倩）,0
奥斯卡用于表彰那些最会表演的人，而所谓表演其实就是“用逼真演技骗人的伎俩”，本质就是虚伪、欺骗，这正是美国文化的一个缩影。相比之下，中国演员更加真诚耿直，比如杨颖李易峰等，他们羞于进行欺骗性表演，在任何剧中都坚持只做自己，这才是我们中国文化的骄傲。,1
春的气息。当列车遇上花海有多惊艳。春天里的中国，大江南北花开正艳。列车穿过花海，带来了春的气息。北京居庸关长城脚下、宝兰高铁和陇海铁路沿线……网友：开往春天的列车也太美了。这场春天的约会，我（可填空）了。  [共15张],0
早安！原订的交接会议今天开不成，很好！又得没事找事做,1
很好五月剩下不到一周了， 2009 又快要结束啦,1
小福尔摩斯！,0
可以再热一点。~没关西,1
法拉利可以再脑残一点  傲慢也不是这种傲慢法,1
晚上在学校拖地时，突然..！@#$一声，拖把断了一截 糟糕，原本想说能赶快做做，赶快回家，结果却还是搞的很晚，因为另一支拖把久了硬掉了要泡水，所以我还是利用时间先洗洗碗啰！打卡钟07：02..嗯！很好！慢了两分！,1
我们会一直记得。童声合唱那些花儿缅怀英烈。“他们都老了吧，他们在哪里呀？心里的牵挂，从未曾放下……”清明特别版那些花儿我们记得，他们就活着。我记得你我想念你,0
缺德无下限啊······,0
削个水梨想吃，妹妹来个暴冲突刺。很好，刀子墬落，我，挂彩了。,1
国内一到十八线的明星经纪人联合起来，准备聘请律师团，将平时喜欢留言“我家xx不约，抱走xx”的网友告上法庭。“有时好不容易花钱蹭上点热度，结果都被这帮逼弄没了！损失太大了，必须赔偿！”一位经纪人面对媒体时气愤地说道。 ​​​,1
真是太好了！ 水压不足水好小，无法洗澡~,1
各地学起来啊。。。,0
安全监控三雄 奇偶 升泰都涨 就我买的那家跌 运气也太好了吧,1
现在年轻人喜欢怀疑事物的真假很好，但我社也要提醒大家，可能寒假、周末也是假的，你宅在家过寒假周末的时候，别人可能都在正常上班上学，而你逛街看到的人可能也都是配合你演出的骗子，让你以为寒假周末是真的。这样也就可以解释为什么别人总比你有钱，成绩又比你好,1
3月31日新增1787例本土确诊，31日新增5442例本土无症状。3月31日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例1827例。其中境外输入病例40例（四川19例，上海7例，浙江5例，北京2例，福建2例，广东2例，广西2例，云南1例），含22例由无症状感染者转为确诊病例（四川17例，浙江5例）；本土病例1787例（吉林1363例，其中长春市1078例、吉林市276例、四平市6例、白城市3例；上海358例，其中浦东新区182例、闵行区60例、长宁区43例、徐汇区18例、黄浦区7例、普陀区7例、虹口区7例、嘉定区7例、杨浦区5例、松江区5例、奉贤区5例、静安区4例、宝山区3例、金山区3例、青浦区1例、崇明区1例；黑龙江16例，其中佳木斯市9例、哈尔滨市5例、大庆市2例；浙江10例，其中宁波市4例、杭州市3例、湖州市2例、嘉兴市1例；江苏9例，其中徐州市4例、盐城市2例、镇江市2例、无锡市1例；福建5例，其中泉州市4例、宁德市1例；山东4例，其中济南市2例、烟台市1例、济宁市1例；广东4例，其中珠海市1例、肇庆市1例、东莞市1例、中山市1例；河南3例，其中郑州市1例、洛阳市1例、信阳市1例；湖南3例，其中衡阳市2例、娄底市1例；河北2例，其中保定市1例、廊坊市1例；辽宁2例，均在营口市；安徽2例，其中淮南市1例、阜阳市1例；海南2例，均在琼海市；天津1例，在西青区；江西1例，在南昌市；四川1例，在乐山市；贵州1例，在贵阳市），含56例由无症状感染者转为确诊病例（吉林24例，上海20例，浙江5例，辽宁2例，福建2例，天津1例，安徽1例，山东1例）。无新增死亡病例。新增疑似病例2例，均为境外输入病例（均在上海）。当日新增治愈出院病例1120例，解除医学观察的密切接触者18941人，重症病例与前一日持平。境外输入现有确诊病例695例（无重症病例），现有疑似病例20例。累计确诊病例17510例，累计治愈出院病例16815例，无死亡病例。截至3月31日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例29306例（其中重症病例66例），累计治愈出院病例117159例，累计死亡病例4638例，累计报告确诊病例151103例，现有疑似病例20例。累计追踪到密切接触者2337175人，尚在医学观察的密切接触者378105人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者5559例，其中境外输入117例，本土5442例（上海4144例，其中浦东新区2224例、闵行区330例、长宁区215例、徐汇区206例、松江区185例、奉贤区172例、杨浦区169例、静安区158例、虹口区118例、黄浦区117例、青浦区97例、嘉定区47例、崇明区42例、金山区39例、宝山区14例、普陀区11例；吉林871例，其中长春市444例、吉林市426例、白山市1例；福建73例，其中泉州市66例、宁德市4例、福州市2例、莆田市1例；辽宁61例，其中沈阳市50例、大连市6例、营口市3例、鞍山市1例、葫芦岛市1例；河北50例，其中唐山市32例、廊坊市17例、邢台市1例；安徽49例，其中淮南市22例、阜阳市15例、芜湖市5例、蚌埠市3例、马鞍山市2例、铜陵市1例、宣城市1例；江苏34例，其中苏州市13例、南通市9例、无锡市6例、徐州市3例、淮安市1例、镇江市1例、宿迁市1例；山东28例，其中滨州市9例、枣庄市7例、临沂市4例、青岛市3例、烟台市3例、济南市1例、德州市1例；江西18例，其中南昌市16例、上饶市2例；黑龙江17例，其中佳木斯市12例、哈尔滨市3例、黑河市2例；河南17例，其中周口市8例、洛阳市2例、鹤壁市2例、信阳市2例、驻马店市2例、郑州市1例；广西16例，其中百色市14例、防城港市2例；广东14例，其中东莞市8例、深圳市2例、广州市1例、汕头市1例、肇庆市1例、惠州市1例；新疆13例，其中巴音郭楞蒙古自治州10例、乌鲁木齐市3例；甘肃9例，均在兰州市；浙江8例，其中杭州市3例、嘉兴市3例、湖州市1例、衢州市1例；湖北5例，其中黄石市3例、鄂州市1例、随州市1例；天津3例，其中河北区1例、东丽区1例、滨海新区1例；内蒙古2例，均在呼和浩特市；湖南2例，均在长沙市；海南2例，均在三亚市；重庆2例，其中南岸区1例、梁平区1例；四川2例，其中德阳市1例、乐山市1例；云南2例，其中红河哈尼族彝族自治州1例、德宏傣族景颇族自治州1例）；当日转为确诊病例78例（境外输入22例）；当日解除医学观察1336例（境外输入115例）；尚在医学观察的无症状感染者59056例（境外输入1182例）。累计收到港澳台地区通报确诊病例309789例。其中，香港特别行政区286313例（出院47181例，死亡7825例），澳门特别行政区82例（出院81例），台湾地区23394例（出院13742例，死亡853例）。             [共2张],0
我不得不抱怨华硕的品质实在是太“好”了。我现在居然需要垫著冰枕在腿上，上面架著华硕F5的笔记型电脑，这样无线网卡才不会过热。他喵的真是太“好”了啊！,1
双雄会！4月5日晨火星合土星。4月5日晨，火星“合”土星，从地球上看去，两者相距很近，最近时角距离仅有20角分，相当于满月视直径的三分之二。　　两颗行星如此靠近是难得一见的，届时只要天气晴朗，大气透明度好，在视野开阔的地方，有兴趣的公众可选择“相合日”及前后两天，在日出前一个小时左右，朝向东南方低空凭借肉眼就可观赏到这场“双雄会”。　　当然，观赏时最好使用双筒望远镜，不仅会有“同框”效果，而且双星的颜色对比也十分有趣，火星呈红色，土星呈黄白色。（记者周润健，海报制作：冯娟）,0
被王亚平的笑容治愈了。王亚平出舱画面。网友：王亚平摘星星回来了。辛苦了，好好休息。,0
很好～完全自己都没有回应～白目中的白目,1
夜读：无论身处人生的哪个考场，今晚都想对你道一声加油。无论往后的人生是荆棘密布，或是满是繁花，愿你都能像高三冲刺一样，一步一个脚印，踏踏实实，大步向前，奔向远方。 夜读。无论身处人生的哪个考场，今晚都想对你道一声加油,0
救援人员一天当中的两个沉默时刻。在藤县空难救援现场，救援人员一天当中有两个沉默的时刻。每天进场搜寻前，他们会向事故遇难者默哀一分钟；每日搜救结束，他们会向坠机点深深鞠躬。（报社记者）  报社的微博视频,0
偷换概念、扣帽子、双重标准、篡改历史。它们的惯用伎俩。,0
特别感动，真的，在这个全民抗疫的特殊时期，这是听到最让我暖心的消息。世上好人多。,0
地球上有约七成的左撇子都是假装的。因为左撇子更聪明这一说法广泛流传，而有些人生活中总担心给身边人留下蠢笨的印象，于是为了装得聪明一点，他们就偷偷苦练左手，装作自己是个左撇子，以博取朋友们对自己智商的尊敬。 ​​​,1
很好~论文没写完，我已经会玩噗了！,1
